pa_id,name,type,type_group,iucn_category,state,governance,environment,area_ha,area_km2,longitude,latitude,gaz_year,is_indigenous
CWTH_IPA51,Southern Tanami,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,10154858.36,101548.58,130.8784124,-21.42053319,2012,True
CWTH_IPA17,Ngaanyatjarra,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,9973603.27,99736.03,127.42691529,-25.12474574,2002,True
CWTH_IPA79,Anangu Tjutaku,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,9750511.49,97505.11,127.34664247,-28.97870944,2021,True
CWTH_IPA54,Birriliburu,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,6110153.65,61101.54,123.12934739,-24.94416303,2013,True
CWTH_IPA70,Katiti Petermann,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,5044023.83,50440.24,130.28532191,-25.0676863,2015,True
CWTH_IPA78,Ngadju,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,4399298.57,43992.99,123.0633905,-31.44828207,2020,True
CWTH_IPA67,Kiwirrkurra,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,4267664.48,42676.64,127.5009145,-22.87341,2014,True
CWTH_IPA23,Northern Tanami,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,4003654.47,40036.54,131.07343806,-19.10284759,2007,True
CWTH_IPA77,Ngururrpa,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,2962988.12,29629.88,128.1335932,-21.35844301,2020,True
SA_1281_1,Munga-Thirri—Simpson Desert,National Park,National park,VI,SA,G,T,2915857.08,29158.57,137.29180033,-26.79306669,2021,False
CWTH_IPA68,Nyangumarta Warrarn,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,2616042.34,26160.42,122.09772222,-20.38692724,2015,True
WA_30490,Great Victoria Desert,Nature Reserve,Nature reserve,Ia,WA,G,T,2417121.65,24171.22,128.17598151,-29.65341032,1970,False
CWTH_IPA64,Karajarri,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,2396405.08,23964.05,122.67340569,-19.250385,2014,True
SA_0008,Mamungari,Conservation Park,Conservation park/reserve,Ia,SA,G,T,2134622.03,21346.22,130.00147798,-28.43241507,1970,False
SA_0247,Yellabinna,Regional Reserve,Regional reserve,VI,SA,G,T,2010035.3,20100.35,132.68237338,-31.16311296,1990,False
SA_0246,Nullarbor,Regional Reserve,Regional reserve,VI,SA,G,T,1927982.96,19279.83,130.54227763,-30.8910863,1989,False
CWTH_06,Kakadu,National Park (Commonwealth),National park,II,NT,J,T,1911121.92,19111.22,132.43907442,-12.97884735,1979,False
WA_34606,Gibson Desert,Nature Reserve,Nature reserve,Ia,WA,G,T,1842053.06,18420.53,125.50132751,-24.91558566,1977,False
CWTH_IPA74,South-East Arnhem Land,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,1819609.55,18196.1,135.18467817,-14.09213657,2016,True
CWTH_IPA58,Wilinggin,Indigenous Protected Area,Indigenous protected area,V,WA,C,T,1675896.23,16758.96,125.6609627,-16.0733381,2013,True
CWTH_IPA7,Watarru,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,1657025.3,16570.25,129.76362626,-27.2919245,2000,True
CWTH_IPA24,Warlu Jilajaa Jumu,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,1616605.51,16166.06,126.12887534,-20.45911892,2007,True
CWTH_IPA82,Martu,Indigenous Protected Area,Indigenous protected area,IV,WA,C,T,1597253.93,15972.54,123.92026487,-22.15709781,2022,True
CWTH_IPA32,Warddeken,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,1370495.55,13704.96,133.60099312,-12.88825989,2009,True
SA_0227,Kati Thanda-Lake Eyre,National Park,National park,VI,SA,G,T,1350741.32,13507.41,137.51036045,-28.53651085,1985,False
SA_0010,Innamincka,Regional Reserve,Regional reserve,VI,SA,G,T,1347466.45,13474.66,140.43387127,-27.31628214,1988,False
WA_34607,Karlamilyi,National Park,National park,II,WA,G,T,1283729.17,12837.29,122.73731901,-22.3325199,1977,False
SA_0253,Tallaringa,Conservation Park,Conservation park/reserve,VI,SA,G,T,1270972.61,12709.73,133.41791173,-28.78534654,1991,False
CWTH_IPA43,Apara - Makiri - Punti,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,1107522.73,11075.23,131.05692958,-26.66499104,2011,True
CWTH_IPA71,Ganalanga-Mindibirrina,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,1093373.98,10933.74,137.55873759,-18.1480859,2015,True
CWTH_IPA60,Balanggarra,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,1090904.65,10909.05,127.6741258,-14.90198199,2013,True
CWTH_IPA8,Walalkara,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,1070591.55,10705.92,131.82728049,-27.53017495,2000,True
QLD_1083MGT001,Munga-Thirri,National Park,National park,II,QLD,G,T,1014431.67,10144.32,138.35411691,-25.56754969,1967,False
SA_1079_1,Nullarbor,Wilderness Protection Area,Other,Ib,SA,G,B,897688.4,8976.88,130.42476896,-31.31541916,2013,False
CWTH_IPA44,Antara - Sandy Bore,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,845325.47,8453.25,132.47877196,-27.5337127,2011,True
NT_PA92,Judbarra / Gregory,National Park,National park,V,NT,J,T,839526.58,8395.27,130.35427094,-16.37469497,1990,False
SA_0011,Strzelecki,Regional Reserve,Regional reserve,VI,SA,G,T,811853.37,8118.53,139.63467209,-28.81976579,1991,False
WA_36957,Dundas,Nature Reserve,Nature reserve,Ia,WA,G,T,785183.33,7851.83,122.72376855,-32.40500261,1981,False
CWTH_IPA58,Wilinggin,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,763015.05,7630.15,127.45052318,-16.27034411,2013,True
CWTH_IPA42,Uunguu,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,759459.1,7594.59,126.13921558,-14.57793994,2010,True
WA_34720,Neale Junction,Nature Reserve,Nature reserve,Ia,WA,G,T,724490.63,7244.91,126.00138655,-28.33242553,1977,False
SA_0228,Witjira,National Park,National park,VI,SA,G,T,717353.49,7173.53,135.90225867,-26.36965407,1985,False
SA_1281_1,Munga-Thirri—Simpson Desert,National Park,National park,Ia,SA,G,T,689578.99,6895.79,137.87625036,-26.24798579,2021,False
NSW_N0018,Kosciuszko,National Park,National park,II,NSW,J,T,688944.64,6889.45,148.37601603,-36.01464148,1967,False
AWC_8,Kalamurina,Private Nature Reserve,Nature reserve,II,SA,P,T,676324.37,6763.24,137.62736204,-27.80044464,,False
VIC_3320,Murray - Sunset,National Park,National park,II,VIC,G,T,665846.82,6658.47,141.627735,-34.81552181,1979,False
VIC_3319,Alpine,National Park,National park,II,VIC,G,T,662436.51,6624.37,147.06115001,-37.02981908,1979,False
TAS_50252,Southwest,National Park,National park,II,TAS,G,B,628616.58,6286.17,146.19382792,-43.1821697,1951,False
WA_30082,Karijini,National Park,National park,II,WA,G,T,624428.0,6244.28,118.27438579,-22.96831778,1969,False
CWTH_IPA59,Dambimangari,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,617210.65,6172.11,125.01332991,-15.664435,2013,True
WA_54224,Matuwa Kurrara Kurrara,National Park,National park,II,WA,G,T,609321.05,6093.21,121.70509089,-25.70647131,2023,False
CWTH_IPA33,Djelk,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,607985.49,6079.85,134.27661514,-12.43557667,2009,True
WA_27632,Nuytsland,Nature Reserve,Nature reserve,Ia,WA,G,B,607381.02,6073.81,124.74391865,-32.83919226,1965,False
CWTH_IPA82,Martu,Indigenous Protected Area,Indigenous protected area,III,WA,C,T,594015.75,5940.16,123.77123879,-21.96477114,2022,True
WA_27164,Prince Regent,National Park,National park,II,WA,G,B,584817.35,5848.17,125.25628093,-15.54314816,1964,False
CWTH_IPA69,Matuwa and Kurrara-Kurrara,Indigenous Protected Area,Indigenous protected area,V,WA,C,T,583354.46,5833.54,121.70509089,-25.70647129,2015,True
SA_0003,Lake Torrens,National Park,National park,VI,SA,G,T,568759.17,5687.59,137.64847918,-30.63715032,1991,False
WA_28538,Ord River Regeneration Reserve,5(1)(h) Reserve,Other,IV,WA,G,T,568059.26,5680.59,128.4801065,-17.9094763,1967,False
CWTH_IPA37,Kalka - Pipalyatjara,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,558506.48,5585.06,129.37842193,-26.35213857,2010,True
CWTH_IPA54,Birriliburu,Indigenous Protected Area,Indigenous protected area,III,WA,C,T,557199.06,5571.99,124.35000304,-24.2851367,2013,True
SA_0004,Lake Gairdner,National Park,National park,VI,SA,G,T,556894.25,5568.94,135.85489906,-31.49769915,1991,False
QLD_1071RYI001,Rinyirru (Lakefield),National Park Aboriginal,Indigenous protected area,II,QLD,J,T,543930.93,5439.31,144.01967862,-15.01203833,1979,True
QLD_0663DMT001,Diamantina,National Park,National park,II,QLD,G,T,511216.17,5112.16,141.42297868,-23.79944363,1993,False
NSW_N0051,Wollemi,National Park,National park,Ib,NSW,G,T,505561.85,5055.62,150.54670649,-32.97501847,1979,False
SA_0799,Yellabinna,Wilderness Protection Area,Other,Ib,SA,G,T,502977.11,5029.77,133.53470693,-30.98136433,1990,False
QLD_NR4339,Mount Windsor,Nature Refuge,Other,VI,QLD,P,T,490423.75,4904.24,141.94830805,-23.44181585,2017,False
WA_54417,Burringurrah,National Park,National park,II,WA,G,T,482603.13,4826.03,116.68628074,-24.62014113,2024,False
CWTH_IPA21,Laynhapuy,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,478248.15,4782.48,136.20965256,-12.86850301,2006,True
QLD_0342STA001,Staaten River,National Park,National park,II,QLD,G,T,468791.09,4687.91,142.73648323,-16.60018402,1977,False
CWTH_IPA6,Yalata,Indigenous Protected Area,Indigenous protected area,V,SA,C,T,464396.66,4643.97,131.48605695,-31.47908011,1999,True
TAS_50240,Franklin-Gordon Wild Rivers,National Park,National park,II,TAS,G,T,463565.89,4635.66,145.96077903,-42.46079678,1908,False
WA_32853,Drysdale River,National Park,National park,II,WA,G,T,447673.31,4476.73,127.04620063,-14.92471341,1974,False
CWTH_IPA15,Mount Willoughby,Indigenous Protected Area,Indigenous protected area,VI,SA,C,T,420683.08,4206.83,134.18535454,-28.41978782,2002,True
CWTH_IPA80,Olkola,Indigenous Protected Area,Indigenous protected area,II,QLD,C,T,416115.67,4161.16,143.11800088,-15.55693944,2022,True
NF_SA3,Witchelina Nature Reserve,Private Nature Reserve,Nature reserve,Ia,SA,P,T,414734.3,4147.34,137.93305906,-30.14504272,2010,False
WA_40628,Toolonga,Nature Reserve,Nature reserve,Ia,WA,G,T,404090.81,4040.91,114.96407017,-26.99935373,1988,False
CWTH_N7044,Moolgoolool,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,401844.7,4018.45,119.57842644,-25.9291194,,False
WA_46235,R 46235,Conservation Park,Conservation park/reserve,II,WA,G,T,390954.81,3909.55,125.09520272,-16.93452462,2000,False
QLD_0343OYA001,Oyala Thumotang,National Park Aboriginal,Indigenous protected area,II,QLD,J,T,381283.86,3812.84,142.79936389,-13.57844898,1977,True
CWTH_IPA16,Paruku,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,374157.65,3741.58,127.57429947,-19.93754527,2002,True
QLD_1092OLN001,Olkola,National Park Aboriginal,Indigenous protected area,II,QLD,J,T,373588.71,3735.89,143.11800088,-15.55693944,2014,True
NT_PA131,Limmen,National Park,National park,V,NT,G,T,369734.23,3697.34,135.23467255,-15.46935225,2012,False
VIC_3309,Wyperfeld,National Park,National park,II,VIC,G,T,359855.2,3598.55,141.80163257,-35.60112936,1909,False
CWTH_IPA57,Girringun,Indigenous Protected Area,Indigenous protected area,III,QLD,J,T,353570.5,3535.7,145.79908869,-18.35097023,2013,True
NSW_N0032,Sturt,National Park,National park,II,NSW,G,T,345565.7,3455.66,141.82437215,-29.2161532,1972,False
QLD_0607CWY001,Currawinya,National Park,National park,II,QLD,G,T,343867.49,3438.67,144.49113868,-28.50557159,1991,False
SA_0006,Yumbarra,Conservation Park,Conservation park/reserve,VI,SA,G,T,325935.33,3259.35,133.55778795,-31.71362281,1968,False
WA_36271,Yeo Lake,Nature Reserve,Nature reserve,Ia,WA,G,T,321764.67,3217.65,124.33089263,-28.01858512,1979,False
AWC_11,Mornington,Private Nature Reserve,Nature reserve,II,WA,P,T,321304.09,3213.04,126.46027434,-17.33638189,,False
CWTH_IPA31,Angas Downs,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,320384.74,3203.85,132.15660801,-24.88129889,2009,True
QLD_0029AAA001,Apudthama,National Park Aboriginal,Indigenous protected area,II,QLD,J,T,319258.27,3192.58,142.63294908,-11.37363354,1977,True
WA_36936,Karroun Hill,Nature Reserve,Nature reserve,Ia,WA,G,T,309648.22,3096.48,118.25386746,-29.9245946,1983,False
WA_34605,Plumridge Lakes,Nature Reserve,Nature reserve,Ia,WA,G,T,308939.4,3089.39,125.04307331,-29.52391647,1977,False
CWTH_IPA73,Marthakal,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,306252.76,3062.53,135.63221,-12.24017766,2016,True
QLD_0019CAR001,Carnarvon,National Park,National park,II,QLD,G,T,301340.24,3013.4,148.08629345,-25.03636209,1932,False
QLD_0193LHZ001,Girringun,National Park,National park,II,QLD,G,T,300459.54,3004.6,145.75583504,-18.34827454,1965,False
AWC_4,Charnley River,Private Nature Reserve,Nature reserve,II,WA,P,T,300059.56,3000.6,125.28508797,-16.48382188,,False
NT_PA92,Judbarra / Gregory,National Park,National park,V,NT,J,T,294828.03,2948.28,130.24477874,-16.98544788,1995,False
CWTH_N7094,Wanna,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,289035.61,2890.36,116.75774333,-23.71322958,,False
WA_31737,Fitzgerald River,National Park,National park,II,WA,G,B,285675.49,2856.75,119.55597234,-33.94465248,1973,False
QLD_NR158,Holroyd,Nature Refuge,Other,VI,QLD,P,T,282074.84,2820.75,142.60986019,-14.1702326,2016,False
WA_24047,Cape Arid,National Park,National park,II,WA,G,B,277672.62,2776.73,123.43436604,-33.56867561,1954,False
WA_30491,Queen Victoria Spring,Nature Reserve,Nature reserve,Ia,WA,G,T,272330.74,2723.31,123.51917324,-30.39321398,1970,False
NSW_N0004,Blue Mountains,National Park,National park,II,NSW,J,T,269339.4,2693.39,150.36720363,-34.00614563,1967,False
SA_0021,Ngarkat,Conservation Park,Conservation park/reserve,Ia,SA,G,T,266622.26,2666.22,140.52841246,-35.73145791,1979,False
CWTH_IPA80,Olkola,Indigenous Protected Area,Indigenous protected area,II,QLD,C,T,263553.9,2635.54,143.35186794,-15.18907066,2022,True
AWC_14,Newhaven,Private Nature Reserve,Nature reserve,II,NT,P,T,261841.55,2618.42,131.24111164,-22.82667092,,False
CWTH_IPA20,Anindilyakwa,Indigenous Protected Area,Indigenous protected area,V,NT,C,T,261052.72,2610.53,136.64372,-13.99433873,2006,True
SA_0250,Lake Frome,National Park,National park,VI,SA,G,T,259361.46,2593.61,139.78041961,-30.75907672,2021,False
AWC_10,Marion Downs,Private Nature Reserve,Nature reserve,II,WA,P,T,258497.38,2584.97,126.64550334,-16.89823903,,False
QLD_NR41483,Bulloo Downs,Nature Refuge,Other,VI,QLD,P,T,245425.08,2454.25,142.49408558,-28.82475915,2012,False
QLD_PA1177,Abingdon Downs North,Nature Refuge,Other,VI,QLD,P,T,244485.54,2444.86,143.17350019,-17.43948398,2024,False
SA_1544,Unnamed (No.HA1544),Heritage Agreement,Private or covenant,III,SA,P,T,243974.59,2439.75,140.56537307,-33.82514759,2015,False
WA_39897,Purnululu,National Park,National park,II,WA,G,T,243830.88,2438.31,128.53368182,-17.46191018,1987,False
WA_30071,Millstream Chichester,National Park,National park,II,WA,G,T,238343.79,2383.44,117.48023425,-21.45755139,1969,False
CWTH_N7026,Meenthena Station,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,237769.85,2377.7,120.3973374,-21.26158998,1999,False
WA_35104,Collier Range,National Park,National park,II,WA,G,T,235222.8,2352.23,119.07197362,-24.65356219,1978,False
BHA_43,Evelyn Downs,Conservation Reserve,Conservation park/reserve,II,SA,P,T,233653.98,2336.54,134.37017583,-27.99765002,,False
CWTH_N7087,Giralia,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,232889.79,2328.9,114.53630405,-22.6532423,,False
QLD_NR3355,Cravens Peak,Nature Refuge,Other,IV,QLD,P,T,231131.51,2311.32,138.18286581,-23.10941488,2010,False
QLD_NR1531,Rutland Plains,Nature Refuge,Other,VI,QLD,P,T,230005.07,2300.05,141.60188907,-15.71886116,2011,False
NT_PA131,Limmen,National Park,National park,V,NT,G,T,229874.39,2298.74,135.10076849,-15.07656956,2012,False
SA_0207,Pureba,Conservation Park,Conservation park/reserve,VI,SA,G,T,227508.05,2275.08,134.48147798,-32.12955856,1990,False
CWTH_IPA63,Wardaman,Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,224696.38,2246.96,131.17708812,-14.86583575,2014,True
QLD_0182GSY001,Great Sandy,National Park,National park,II,QLD,G,T,224467.37,2244.67,153.14525376,-25.24730681,1968,False
NT_PA68,Garig Gunak Barlu,National Park,National park,II,NT,J,T,219159.53,2191.6,132.39208876,-11.35261819,1961,False
QLD_NR3357,Ethabuka,Nature Refuge,Other,IV,QLD,P,T,215738.85,2157.39,138.1603248,-23.83538764,2010,False
BHA_33,Bon Bon Station,Conservation Reserve,Conservation park/reserve,II,SA,P,T,215120.23,2151.2,135.51000665,-30.59380514,,False
QLD_NR224,Mulligan River,Nature Refuge,Other,VI,QLD,P,T,212517.93,2125.18,138.65802264,-23.66128313,2005,False
CWTH_IPA68,Nyangumarta Warrarn,Indigenous Protected Area,Indigenous protected area,VI,WA,C,T,210326.81,2103.27,121.68068993,-19.85787505,2015,True
WA_24049,Jilbadji,Nature Reserve,Nature reserve,Ia,WA,G,T,207007.94,2070.08,119.82156321,-31.86559956,1954,False
WA_52383,Walyarta,Conservation Park,Conservation park/reserve,II,WA,J,T,206630.91,2066.31,121.68068993,-19.85787505,2016,False
SA_0964,Danggali,Wilderness Protection Area,Other,Ib,SA,G,T,203703.1,2037.03,140.73732887,-33.29096998,1976,False
QLD_0458LWN001,Boodjamulla (Lawn Hill),National Park,National park,II,QLD,G,T,203161.68,2031.62,138.27814661,-18.6890794,1984,False
CWTH_N7121,Credo,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,202111.8,2021.12,120.69767122,-30.36161409,,False
WA_54225,Ngamurra,Nature Reserve,Nature reserve,Ia,WA,G,T,201807.77,2018.08,122.46557824,-26.15131275,2023,False
BHA_28,Hamelin Station,Conservation Reserve,Conservation park/reserve,II,WA,P,T,201068.89,2010.69,114.26783092,-26.52499532,,False
QLD_NR67,Castlevale,Nature Refuge,Other,VI,QLD,P,T,199799.63,1998.0,146.61828604,-24.45894984,2010,False
NSW_N0022,Morton,National Park,National park,II,NSW,G,T,199584.06,1995.84,150.23201713,-34.92624433,1967,False
AWC_18,Pungalina,Private Nature Reserve,Nature reserve,II,NT,P,T,194844.96,1948.45,137.3620348,-16.64018811,,False
AWC_21,Wongalara,Private Nature Reserve,Nature reserve,II,NT,P,T,192539.47,1925.39,134.37909446,-14.14480365,,False
WA_54418,Muggon,National Park,National park,II,WA,G,T,191689.05,1916.89,115.65174403,-26.76942443,2024,False
CWTH_N7075,Doolgunna,NRS Addition - Gazettal in Progress,Other,Ia,WA,G,T,189138.65,1891.39,119.38688888,-25.64473054,,False
CWTH_IPA65,Nijinda Durlga,Indigenous Protected Area,Indigenous protected area,V,QLD,C,T,186316.96,1863.17,138.8492368,-16.91425862,2014,True
NSW_N0175,Paroo-Darling,National Park,National park,II,NSW,J,T,183176.47,1831.76,143.54544457,-30.81187877,2000,False
WA_27004,Kalbarri,National Park,National park,II,WA,G,T,183162.19,1831.62,114.46363869,-27.61162439,1963,False
CWTH_N7038,Cane River (Mount Minnie and Nanutarra),NRS Addition - Gazettal in Progress,Other,II,WA,G,T,180995.18,1809.95,115.321017,-22.05036474,,False
CWTH_IPA25,Kaanju Ngaachi Wenlock and Pascoe Rivers,Indigenous Protected Area,Indigenous protected area,V,QLD,C,T,179888.98,1798.89,143.07235821,-12.88661425,2008,True
SA_0524,Gawler Ranges,National Park,National park,VI,SA,G,T,179478.94,1794.79,135.44586486,-32.55408534,2002,False
CWTH_N6018,Fish River,NRS Addition - Gazettal in Progress,Other,II,NT,G,T,178053.23,1780.53,130.95931269,-14.09889144,,False
QLD_NR2108,Ballara,Nature Refuge,Other,VI,QLD,P,T,177989.32,1779.89,140.02147104,-20.96144039,2014,False
CWTH_N7058,Nanga Station,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,176267.09,1762.67,113.97263022,-26.73382286,,False
WA_42474,Kennedy Range,National Park,National park,II,WA,G,T,174550.16,1745.5,114.87596581,-24.7647853,2023,False
QLD_0749ASD001,Astrebla Downs,National Park,National park,II,QLD,G,T,170508.63,1705.09,140.58506378,-24.2474312,1996,False
QLD_0249CMV001,Cape Melville,National Park Aboriginal,Indigenous protected area,II,QLD,J,T,169986.85,1699.87,144.46407693,-14.40001974,1973,True
VIC_3316,Grampians,National Park,National park,II,VIC,G,T,168276.84,1682.77,142.37475576,-37.22670202,1984,False
NSW_N0068,Yengo,National Park,National park,Ib,NSW,G,T,168008.11,1680.08,150.86441957,-33.01935942,1988,False
QLD_AP21359,Piccaninny Plains,Nature Refuge,Other,II,QLD,P,T,164884.12,1648.84,142.69280349,-13.27824734,2013,False
QLD_0926JAC001,Muundhi (Jack River),National Park Aboriginal,Indigenous protected area,II,QLD,J,T,164793.86,1647.94,144.58828534,-14.88331353,2005,True
CWTH_N7085,Bulga Downs & Cashmere Downs Pastoral leases portions,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,163924.79,1639.25,120.11700462,-28.58783982,,False
TAS_50238,Cradle Mountain-Lake St Clair,National Park,National park,II,TAS,G,T,161676.38,1616.76,145.96094898,-41.80634146,1922,False
WA_54262,Bunuba,National Park,National park,II,WA,G,T,160245.65,1602.46,125.97679211,-17.68209549,2023,False
QLD_NR2999,Toko Range,Nature Refuge,Other,VI,QLD,P,T,158890.35,1588.9,138.23677694,-22.82753047,2009,False
QLD_0996KUL001,KULLA (McIlwraith Range),National Park Aboriginal,Indigenous protected area,II,QLD,J,T,158787.48,1587.87,143.34226106,-13.90061551,2006,True
CWTH_IPA83,Wik,Indigenous Protected Area,Indigenous protected area,IV,QLD,C,T,156212.93,1562.13,141.75638626,-13.57837025,2023,True
NSW_N1205,Narriearra Caryapundy Swamp,National Park,National park,II,NSW,G,T,153740.92,1537.41,142.52461659,-29.20666361,2020,False
NSW_N0043,Oxley Wild Rivers,National Park,National park,Ib,NSW,G,T,153674.76,1536.75,152.05254026,-31.06938423,1986,False
CWTH_N3004,Silver Plains,NRS Addition - Gazettal in Progress,Other,II,QLD,G,T,152218.91,1522.19,143.44295,-14.22260007,,False
CWTH_N7054,Lake Mason,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,149175.15,1491.75,119.5608281,-27.70595182,2006,False
WA_36208,Helena and Aurora Ranges,National Park,National park,II,WA,G,T,149157.19,1491.57,119.7418295,-30.08451207,2004,False
WA_46122,Cane River,Conservation Park,Conservation park/reserve,II,WA,G,T,147912.37,1479.12,115.6922231,-22.13269366,2000,False
TAS_50126,Southwest,Conservation Area,Conservation park/reserve,VI,TAS,G,B,147543.16,1475.43,145.44054466,-42.63405933,1966,False
WA_48470,Mount Manning Range,Conservation Park,Conservation park/reserve,II,WA,G,T,146934.62,1469.35,119.65631237,-30.28601942,2005,False
CWTH_N7126,Barnong Pastoral Lease,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,145640.73,1456.41,116.21176373,-28.64430393,,False
WA_42474,Kennedy Range,National Park,National park,II,WA,G,T,142275.26,1422.75,115.05100211,-24.57968212,1993,False
VIC_3322,Big Desert,Wilderness Park,Other,Ib,VIC,G,T,141713.01,1417.13,141.16309885,-35.65292067,1979,False
QLD_0597IDL001,Idalia,National Park,National park,II,QLD,G,T,141130.72,1411.31,144.68190638,-24.95405248,1990,False
CWTH_IPA13,Dhimurru,Indigenous Protected Area,Indigenous protected area,V,NT,C,T,135771.27,1357.71,136.69829799,-12.39893536,2001,True
WA_54419,Dalgaranga,National Park,National park,II,WA,G,T,135681.66,1356.82,117.0489678,-27.90547652,2024,False
CWTH_12,Uluru-Kata Tjuta,National Park (Commonwealth),National park,II,NT,J,T,133301.74,1333.02,131.01949528,-25.34166664,1958,False
AWC_13,Mt Gibson,Private Nature Reserve,Nature reserve,II,WA,P,T,132082.82,1320.83,117.3067,-29.75511605,,False
VIC_3298,Little Desert,National Park,National park,II,VIC,G,T,131606.65,1316.07,141.83470262,-36.5327765,1968,False
QLD_NR151,Harkness,Nature Refuge,Other,VI,QLD,P,T,131424.87,1314.25,142.53195,-15.09267838,2010,False
SA_0077,Pinkawillinie,Conservation Park,Conservation park/reserve,VI,SA,G,T,130733.49,1307.33,135.79329411,-32.9525886,1970,False
CWTH_IPA47,Yanyuwa (Barni - Wardimantha Awara),Indigenous Protected Area,Indigenous protected area,VI,NT,C,T,130341.27,1303.41,137.013,-15.69621406,2011,True
NSW_N0049,Mungo,National Park,National park,II,NSW,G,T,129912.2,1299.12,143.1255095,-33.68041242,1979,False
NT_PA153,Lake Woods Wetlands,Conservation Covenant,Conservation park/reserve,IV,NT,P,T,129032.46,1290.32,133.49147145,-17.79368871,2009,False
VIC_3372,Sunset,Wilderness Zone,Other,Ib,VIC,G,T,127892.52,1278.93,141.32491876,-34.83406483,1992,False
WA_47890,Mount Roe,National Park,National park,II,WA,G,T,127800.14,1278.0,117.00768057,-34.7073697,2004,False
SA_0223,Vulkathunha-Gammon Ranges,National Park,National park,II,SA,G,T,126245.55,1262.46,139.15196988,-30.4096955,1970,False
NT_PA149,Owen Springs Reserve,Other Conservation Area,Conservation park/reserve,V,NT,G,T,125848.42,1258.48,133.41087092,-24.02585495,2003,False
QLD_NR610,Steve Irwin Wildlife Reserve,Nature Refuge,Other,VI,QLD,P,T,125444.15,1254.44,142.4331627,-12.39213577,2012,False
CWTH_IPA61,Thuwathu/Walalu,Indigenous Protected Area,Indigenous protected area,V,QLD,C,T,124966.41,1249.66,139.33993519,-16.563075,2013,True
QLD_0659WEL001,Welford,National Park,National park,II,QLD,G,T,123542.1,1235.42,143.48051557,-24.96701739,1993,False
NSW_N0047,Deua,National Park,National park,Ib,NSW,G,T,121221.35,1212.21,149.80484415,-35.92374634,1979,False
QLD_4233RUE001,Rungulla,National Park,National park,II,QLD,G,T,120772.9,1207.73,143.4185352,-19.13578308,2015,False
WA_36996,D'Entrecasteaux,National Park,National park,II,WA,G,B,119004.25,1190.04,116.23205845,-34.85645063,1980,False
NSW_N0497,Yathong,Nature Reserve,Nature reserve,Ia,NSW,G,T,118872.49,1188.72,145.45438496,-32.58422073,1971,False
QLD_NR1423,Yarraden,Nature Refuge,Other,VI,QLD,P,T,117195.79,1171.96,143.23689377,-14.4805562,2011,False
QLD_0017DAB001,Daintree,National Park Aboriginal,Indigenous protected area,II,QLD,J,T,116221.2,1162.21,145.24788643,-16.36686768,2021,True
CWTH_N7116,Woolgorong,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,116036.88,1160.37,115.64919066,-27.64058912,,False
QLD_0010WOO001,Wooroonooran,National Park,National park,II,QLD,G,T,115259.08,1152.59,145.80535999,-17.36244323,1921,False
WA_46232,Mitchell River,National Park,National park,II,WA,G,B,115052.08,1150.52,125.55229927,-15.00388405,2000,False
CWTH_N7067,Lochada,NRS Addition - Gazettal in Progress,Other,II,WA,G,T,114807.86,1148.08,116.5197549,-29.19862748,,False
